,ID,Date,Block,Primary Type,Description,Location Description,Arrest,Domestic,Latitude,Longitude,Clouds,Max Temp,Min Temp,Max Wind Speed,Precipitation
84,12011515,03-17-2020,015XX N ROCKWELL ST,ASSAULT,SIMPLE,STREET,False,False,41.909101751,-87.69209127,53,5.6,1.7,5.1,0.0
86,12011905,03-17-2020,030XX E 79TH ST,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,False,True,41.751921702,-87.552124624,53,5.6,1.7,5.1,0.0
90,12011834,03-17-2020,020XX N MILWAUKEE AVE,ASSAULT,SIMPLE,DRUG STORE,False,False,41.917656022,-87.688750258,53,5.6,1.7,5.1,0.0
110,12011157,03-17-2020,0000X W 79TH ST,ASSAULT,SIMPLE,CTA PLATFORM,False,False,41.750940757,-87.625185222,53,5.6,1.7,5.1,0.0
113,12011190,03-17-2020,065XX S DAMEN AVE,ASSAULT,SIMPLE,STREET,False,True,41.774809048,-87.67378419,53,5.6,1.7,5.1,0.0
121,12011503,03-17-2020,028XX E 79TH ST,ASSAULT,AGGRAVATED - HANDGUN,ALLEY,False,False,41.751885326,-87.554851648,53,5.6,1.7,5.1,0.0
124,12012042,03-17-2020,019XX S CENTRAL PARK AVE,ASSAULT,AGGRAVATED PROTECTED EMPLOYEE - OTHER DANGEROUS WEAPON,CTA STATION,False,False,41.85384608,-87.715063469,53,5.6,1.7,5.1,0.0
137,12011933,03-17-2020,010XX E 80TH ST,ASSAULT,SIMPLE,APARTMENT,False,False,41.74951725,-87.599508123,53,5.6,1.7,5.1,0.0
161,12012654,03-17-2020,053XX S ARTESIAN AVE,ASSAULT,AGGRAVATED - HANDGUN,ALLEY,False,False,41.796129247,-87.685322984,53,5.6,1.7,5.1,0.0
164,12011914,03-17-2020,0000X E ROOSEVELT RD,ASSAULT,AGGRAVATED - HANDGUN,SIDEWALK,True,False,41.867428687,-87.626342565,53,5.6,1.7,5.1,0.0
177,12011890,03-17-2020,045XX S CICERO AVE,ASSAULT,SIMPLE,CURRENCY EXCHANGE,False,False,41.810275218,-87.743224499,53,5.6,1.7,5.1,0.0
187,12011837,03-17-2020,024XX W DIVISION ST,ASSAULT,SIMPLE,STREET,False,False,41.902999163,-87.688765457,53,5.6,1.7,5.1,0.0
189,12011519,03-17-2020,016XX W 47TH ST,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,False,True,41.808588241,-87.666611662,53,5.6,1.7,5.1,0.0
196,12012058,03-17-2020,082XX S KENWOOD AVE,ASSAULT,SIMPLE,RESIDENCE,False,False,41.74530947,-87.591695919,53,5.6,1.7,5.1,0.0
197,12011471,03-17-2020,108XX S BENSLEY AVE,ASSAULT,SIMPLE,RESIDENCE,False,False,41.698435535,-87.563167931,53,5.6,1.7,5.1,0.0
234,12012336,03-17-2020,051XX S HARPER AVE,ASSAULT,SIMPLE,RESIDENCE - PORCH / HALLWAY,False,False,41.802064139,-87.589149319,53,5.6,1.7,5.1,0.0
253,12012006,03-17-2020,116XX S WATKINS AVE,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE,False,True,41.682011762,-87.667908944,53,5.6,1.7,5.1,0.0
254,12011386,03-17-2020,043XX S ARCHER AVE,ASSAULT,SIMPLE,SIDEWALK,False,False,41.814882988,-87.702954893,53,5.6,1.7,5.1,0.0
274,12011831,03-17-2020,038XX S INDIANA AVE,ASSAULT,SIMPLE,STREET,False,False,41.825143519,-87.621634758,53,5.6,1.7,5.1,0.0
281,12012155,03-17-2020,076XX S ESSEX AVE,ASSAULT,SIMPLE,APARTMENT,False,True,41.756584133,-87.5638988,53,5.6,1.7,5.1,0.0
285,12013421,03-17-2020,052XX S CHRISTIANA AVE,ASSAULT,SIMPLE,SIDEWALK,False,False,41.798488129,-87.707377147,53,5.6,1.7,5.1,0.0
292,12011209,03-17-2020,133XX S HOUSTON AVE,ASSAULT,SIMPLE,ALLEY,False,False,41.653095165,-87.548383743,53,5.6,1.7,5.1,0.0
311,12011915,03-17-2020,053XX S DORCHESTER AVE,ASSAULT,SIMPLE,APARTMENT,False,False,41.798977312,-87.591770586,53,5.6,1.7,5.1,0.0
334,12011509,03-17-2020,010XX N MENARD AVE,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,False,False,41.899180343,-87.770411089,53,5.6,1.7,5.1,0.0
340,12011802,03-17-2020,051XX W NORTH AVE,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,41.909509901,-87.754996996,53,5.6,1.7,5.1,0.0
350,12011448,03-17-2020,008XX E 42ND ST,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,False,False,41.818652143,-87.605678644,53,5.6,1.7,5.1,0.0
376,12012156,03-17-2020,078XX S SANGAMON ST,ASSAULT,SIMPLE,RESIDENCE,False,True,41.751505445,-87.64770256,53,5.6,1.7,5.1,0.0
381,12011576,03-17-2020,021XX W LEXINGTON ST,ASSAULT,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",OTHER (SPECIFY),False,False,41.872332627,-87.679608149,53,5.6,1.7,5.1,0.0
383,12011792,03-17-2020,045XX S WESTERN BLVD,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,DEPARTMENT STORE,False,False,41.810693516,-87.683929054,53,5.6,1.7,5.1,0.0
388,12011824,03-17-2020,058XX N BROADWAY,ASSAULT,SIMPLE,APARTMENT,False,False,41.988216046,-87.66020891,53,5.6,1.7,5.1,0.0
395,12011633,03-17-2020,093XX S BISHOP ST,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,True,False,41.724396001,-87.659105028,53,5.6,1.7,5.1,0.0
396,12012070,03-17-2020,037XX N RIDGEWAY AVE,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,41.94952752,-87.721366907,53,5.6,1.7,5.1,0.0
397,12011853,03-17-2020,002XX N KEELER AVE,ASSAULT,SIMPLE,APARTMENT,False,True,41.885035334,-87.730704645,53,5.6,1.7,5.1,0.0
401,12013484,03-17-2020,004XX S KOSTNER AVE,ASSAULT,SIMPLE,RESTAURANT,False,False,41.874869834,-87.73527607,53,5.6,1.7,5.1,0.0
404,12012040,03-17-2020,008XX E 38TH PL,ASSAULT,AGGRAVATED - HANDGUN,STREET,True,False,41.82531739,-87.606887309,53,5.6,1.7,5.1,0.0
407,12011600,03-17-2020,099XX S NORMAL AVE,ASSAULT,SIMPLE,RESIDENCE,False,True,41.713059546,-87.635713511,53,5.6,1.7,5.1,0.0
408,12011219,03-17-2020,061XX S DR MARTIN LUTHER KING JR DR,ASSAULT,SIMPLE,APARTMENT,False,False,41.783042271,-87.615695083,53,5.6,1.7,5.1,0.0
409,12013776,03-17-2020,058XX W GUNNISON ST,ASSAULT,AGGRAVATED - HANDGUN,SIDEWALK,False,False,41.9685945,-87.7746947,53,5.6,1.7,5.1,0.0
419,12011886,03-17-2020,006XX E 131ST ST,ASSAULT,SIMPLE,APARTMENT,False,False,41.657321548,-87.606831558,53,5.6,1.7,5.1,0.0
423,12011734,03-17-2020,061XX N HOYNE AVE,ASSAULT,AGGRAVATED - HANDGUN,SIDEWALK,False,False,41.993533112,-87.682367981,53,5.6,1.7,5.1,0.0
446,12011843,03-17-2020,045XX W JACKSON BLVD,ASSAULT,SIMPLE,APARTMENT,False,False,41.876932377,-87.738227419,53,5.6,1.7,5.1,0.0
478,12011934,03-17-2020,024XX W 72ND ST,ASSAULT,"AGGRAVATED POLICE OFFICER - HANDS, FISTS, FEET, NO INJURY",SIDEWALK,True,False,41.762846492,-87.684844259,53,5.6,1.7,5.1,0.0
479,12011522,03-17-2020,055XX S LOWE AVE,ASSAULT,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",SCHOOL - PUBLIC BUILDING,False,False,41.793521775,-87.641490211,53,5.6,1.7,5.1,0.0
506,12011717,03-17-2020,024XX E 105TH ST,ASSAULT,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",PARK PROPERTY,False,False,41.704574292,-87.565584886,53,5.6,1.7,5.1,0.0
536,12011214,03-17-2020,081XX S COLFAX AVE,ASSAULT,SIMPLE,APARTMENT,False,False,41.747502374,-87.561313836,53,5.6,1.7,5.1,0.0
538,12011737,03-17-2020,056XX W PATTERSON AVE,ASSAULT,SIMPLE,RESIDENCE,True,True,41.946777524,-87.76787155,53,5.6,1.7,5.1,0.0
548,12011505,03-17-2020,011XX W 122ND ST,ASSAULT,SIMPLE,SIDEWALK,False,False,41.672227957,-87.650557648,53,5.6,1.7,5.1,0.0
565,12011455,03-17-2020,0000X W WASHINGTON ST,ASSAULT,SIMPLE,GOVERNMENT BUILDING / PROPERTY,False,False,41.883210775,-87.629906972,53,5.6,1.7,5.1,0.0
579,12012330,03-18-2020,023XX N KEELER AVE,ASSAULT,SIMPLE,RESIDENCE,False,False,41.923368973,-87.731633833,93,6.7,2.6,6.2,9.5
590,12014483,03-18-2020,078XX S WESTERN AVE,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,PARKING LOT / GARAGE (NON RESIDENTIAL),False,True,41.75097171,-87.682871235,93,6.7,2.6,6.2,9.5
593,12013474,03-18-2020,015XX W LUNT AVE,ASSAULT,SIMPLE,SIDEWALK,False,False,42.009076762,-87.668580657,93,6.7,2.6,6.2,9.5
616,12012720,03-18-2020,029XX W CHICAGO AVE,ASSAULT,SIMPLE,STREET,False,False,41.895631492,-87.699722593,93,6.7,2.6,6.2,9.5
619,12012613,03-18-2020,003XX S SACRAMENTO BLVD,ASSAULT,"AGGRAVATED POLICE OFFICER - HANDS, FISTS, FEET, NO INJURY",GAS STATION,True,False,41.876720197,-87.701088107,93,6.7,2.6,6.2,9.5
629,12012554,03-18-2020,056XX W 64TH PL,ASSAULT,SIMPLE,RESIDENCE,False,False,41.775307308,-87.762751914,93,6.7,2.6,6.2,9.5
635,12012815,03-18-2020,042XX N LAMON AVE,ASSAULT,SIMPLE,APARTMENT,False,False,41.958194004,-87.749880405,93,6.7,2.6,6.2,9.5
641,12012741,03-18-2020,055XX S WABASH AVE,ASSAULT,SIMPLE,APARTMENT,False,True,41.793775011,-87.624064832,93,6.7,2.6,6.2,9.5
649,12012945,03-18-2020,073XX S CRANDON AVE,ASSAULT,SIMPLE,STREET,False,False,41.762048252,-87.568866038,93,6.7,2.6,6.2,9.5
657,12012173,03-18-2020,001XX E 107TH ST,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,41.699917513,-87.620153699,93,6.7,2.6,6.2,9.5
665,12014071,03-18-2020,061XX W 64TH PL,ASSAULT,SIMPLE,RESIDENCE,False,True,41.775072448,-87.774712816,93,6.7,2.6,6.2,9.5
675,12013820,03-18-2020,092XX S COLFAX AVE,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,False,False,41.727353298,-87.560848088,93,6.7,2.6,6.2,9.5
677,12013090,03-18-2020,008XX E 88TH ST,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,False,True,41.734847381,-87.603141089,93,6.7,2.6,6.2,9.5
681,12012686,03-18-2020,041XX W KAMERLING AVE,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,False,True,41.905330655,-87.72945217,93,6.7,2.6,6.2,9.5
683,12012965,03-18-2020,021XX N HUMBOLDT BLVD,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,False,True,41.921015462,-87.701679866,93,6.7,2.6,6.2,9.5
700,12012758,03-18-2020,063XX N KEDZIE AVE,ASSAULT,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,41.996948441,-87.709331913,93,6.7,2.6,6.2,9.5
717,12013121,03-18-2020,0000X N LONG AVE,ASSAULT,SIMPLE,STREET,False,True,41.880850109,-87.760139448,93,6.7,2.6,6.2,9.5
734,12012788,03-18-2020,001XX S LAVERGNE AVE,ASSAULT,SIMPLE,SIDEWALK,False,True,41.879086168,-87.749366761,93,6.7,2.6,6.2,9.5
738,12012861,03-18-2020,047XX W NORTH AVE,ASSAULT,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",DEPARTMENT STORE,False,False,41.909636288,-87.745300725,93,6.7,2.6,6.2,9.5
741,12012079,03-18-2020,052XX W KAMERLING AVE,ASSAULT,SIMPLE,RESIDENCE,False,True,41.904948091,-87.757550856,93,6.7,2.6,6.2,9.5
750,12012886,03-18-2020,071XX S EAST END AVE,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE - YARD (FRONT / BACK),True,False,41.765175389,-87.583652283,93,6.7,2.6,6.2,9.5
775,12013017,03-18-2020,017XX W 48TH ST,ASSAULT,SIMPLE,STREET,False,False,41.806743651,-87.668904885,93,6.7,2.6,6.2,9.5
787,12012755,03-18-2020,065XX S DR MARTIN LUTHER KING JR DR,ASSAULT,SIMPLE,APARTMENT,False,False,41.775760552,-87.61551597,93,6.7,2.6,6.2,9.5
788,12012168,03-18-2020,056XX S INDIANA AVE,ASSAULT,SIMPLE,APARTMENT,False,True,41.792165734,-87.62077855,93,6.7,2.6,6.2,9.5
807,12012615,03-18-2020,045XX N CLARENDON AVE,ASSAULT,SIMPLE,APARTMENT,False,False,41.96491786,-87.650000625,93,6.7,2.6,6.2,9.5
811,12012240,03-18-2020,072XX N WESTERN AVE,ASSAULT,SIMPLE,OTHER (SPECIFY),False,False,42.013053,-87.690242301,93,6.7,2.6,6.2,9.5
823,12012572,03-18-2020,016XX W 47TH ST,ASSAULT,SIMPLE,DEPARTMENT STORE,False,False,41.80859321,-87.665577234,93,6.7,2.6,6.2,9.5
839,12012276,03-18-2020,011XX S WABASH AVE,ASSAULT,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",STREET,True,False,41.868435518,-87.625846844,93,6.7,2.6,6.2,9.5
846,12012780,03-18-2020,071XX S LAWNDALE AVE,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE,False,True,41.763336682,-87.71502045,93,6.7,2.6,6.2,9.5
851,12013050,03-18-2020,039XX W NORTH AVE,ASSAULT,SIMPLE,CTA BUS STOP,False,True,41.909893961,-87.725742707,93,6.7,2.6,6.2,9.5
855,12012636,03-18-2020,034XX W FLOURNOY ST,ASSAULT,SIMPLE,RESIDENCE,False,False,41.872715337,-87.711459659,93,6.7,2.6,6.2,9.5
877,12013758,03-18-2020,0000X W RANDOLPH ST,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,HOTEL / MOTEL,False,False,41.884486217,-87.628908795,93,6.7,2.6,6.2,9.5
879,12012698,03-18-2020,063XX S JUSTINE ST,ASSAULT,SIMPLE,RESIDENCE - PORCH / HALLWAY,False,False,41.778665283,-87.662965763,93,6.7,2.6,6.2,9.5
885,12012534,03-18-2020,105XX S LAFAYETTE AVE,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE - PORCH / HALLWAY,False,False,41.702573968,-87.624580959,93,6.7,2.6,6.2,9.5
891,12012429,03-18-2020,062XX S MICHIGAN AVE,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE - PORCH / HALLWAY,False,False,41.780946398,-87.621995369,93,6.7,2.6,6.2,9.5
894,12012596,03-18-2020,090XX S HOUSTON AVE,ASSAULT,SIMPLE,LIBRARY,False,False,41.730956462,-87.549887474,93,6.7,2.6,6.2,9.5
895,12012466,03-18-2020,061XX S KIMBARK AVE,ASSAULT,SIMPLE,APARTMENT,False,False,41.783707907,-87.594718494,93,6.7,2.6,6.2,9.5
899,12012100,03-18-2020,043XX N CICERO AVE,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,True,True,41.960078128,-87.747499109,93,6.7,2.6,6.2,9.5
905,12012752,03-18-2020,011XX N KEELER AVE,ASSAULT,AGGRAVATED - HANDGUN,STREET,True,True,41.90201385,-87.731206225,93,6.7,2.6,6.2,9.5
910,12012564,03-18-2020,061XX S KEDZIE AVE,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,False,True,41.781472697,-87.703208904,93,6.7,2.6,6.2,9.5
916,12014711,03-18-2020,052XX S WELLS ST,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,False,True,41.799243417,-87.631955603,93,6.7,2.6,6.2,9.5
921,12012123,03-18-2020,027XX W POTOMAC AVE,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,41.904768775,-87.695077108,93,6.7,2.6,6.2,9.5
927,12012857,03-18-2020,038XX W CHICAGO AVE,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,False,True,41.895405543,-87.721825091,93,6.7,2.6,6.2,9.5
941,12013056,03-18-2020,036XX S PAULINA ST,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,OTHER (SPECIFY),False,False,41.827632661,-87.6678854,93,6.7,2.6,6.2,9.5
944,12012841,03-18-2020,032XX W DOUGLAS BLVD,ASSAULT,SIMPLE,APARTMENT,False,True,41.862944205,-87.707126989,93,6.7,2.6,6.2,9.5
946,12012742,03-18-2020,034XX W MC LEAN AVE,ASSAULT,AGGRAVATED - HANDGUN,SIDEWALK,False,False,41.918245782,-87.712612443,93,6.7,2.6,6.2,9.5
986,12012586,03-18-2020,018XX N KEELER AVE,ASSAULT,SIMPLE,SIDEWALK,False,False,41.914344461,-87.731351198,93,6.7,2.6,6.2,9.5
990,12012785,03-18-2020,0000X W 79TH ST,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,CTA PLATFORM,True,False,41.750940757,-87.625185222,93,6.7,2.6,6.2,9.5
1008,12015263,03-18-2020,092XX S COLFAX AVE,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE,False,True,41.727353298,-87.560848088,93,6.7,2.6,6.2,9.5
1027,12012316,03-18-2020,036XX S RHODES AVE,ASSAULT,SIMPLE,APARTMENT,False,False,41.828762287,-87.614436164,93,6.7,2.6,6.2,9.5
1034,12014873,03-18-2020,038XX W ROOSEVELT RD,ASSAULT,SIMPLE,OTHER (SPECIFY),False,False,41.866215831,-87.721985854,93,6.7,2.6,6.2,9.5
1060,12012658,03-18-2020,038XX W ADAMS ST,ASSAULT,AGGRAVATED POLICE OFFICER - OTHER DANGEROUS WEAPON,STREET,True,False,41.878030124,-87.721524427,93,6.7,2.6,6.2,9.5
1078,12026694,03-18-2020,056XX N SPAULDING AVE,ASSAULT,SIMPLE,APARTMENT,False,False,41.984412943,-87.711352226,93,6.7,2.6,6.2,9.5
1089,12040694,03-18-2020,021XX N MC VICKER AVE,ASSAULT,SIMPLE,RESIDENCE,False,True,41.919419976,-87.776784611,93,6.7,2.6,6.2,9.5
1119,12013859,03-16-2020,110XX S EMERALD AVE,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,RESIDENCE,False,True,41.693511976,-87.641204594,97,4.4,1.0,4.1,0.5
1143,12018790,03-16-2020,036XX N LINCOLN AVE,ASSAULT,SIMPLE,COMMERCIAL / BUSINESS OFFICE,False,False,41.947771496,-87.674316525,97,4.4,1.0,4.1,0.5
1175,12107420,03-16-2020,027XX N AUSTIN AVE,ASSAULT,SIMPLE,APARTMENT,False,False,41.929805432,-87.775918931,97,4.4,1.0,4.1,0.5
1181,12010714,03-16-2020,032XX S ASHLAND AVE,ASSAULT,SIMPLE,RESTAURANT,False,False,41.835248939,-87.665681855,97,4.4,1.0,4.1,0.5
1198,12010662,03-16-2020,025XX W CERMAK RD,ASSAULT,SIMPLE,GROCERY FOOD STORE,False,False,41.851988885,-87.689219118,97,4.4,1.0,4.1,0.5
1217,12011101,03-16-2020,012XX W 47TH ST,ASSAULT,SIMPLE,RESTAURANT,False,True,41.808723632,-87.655980364,97,4.4,1.0,4.1,0.5
1226,12010850,03-16-2020,003XX E 87TH ST,ASSAULT,SIMPLE,GROCERY FOOD STORE,False,False,41.736491541,-87.615385513,97,4.4,1.0,4.1,0.5
1232,12011253,03-16-2020,033XX S PULASKI RD,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,FACTORY / MANUFACTURING BUILDING,False,False,41.832489937,-87.724258994,97,4.4,1.0,4.1,0.5
1233,12010874,03-16-2020,052XX S PULASKI RD,ASSAULT,SIMPLE,OTHER (SPECIFY),False,False,41.79798374,-87.723294914,97,4.4,1.0,4.1,0.5
1248,12011128,03-16-2020,069XX S MERRILL AVE,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,41.768882314,-87.572703572,97,4.4,1.0,4.1,0.5
1260,12010607,03-16-2020,075XX S SANGAMON ST,ASSAULT,"AGGRAVATED POLICE OFFICER - HANDS, FISTS, FEET, NO INJURY",STREET,True,False,41.757036069,-87.647845275,97,4.4,1.0,4.1,0.5
1269,12010413,03-16-2020,030XX S HALSTED ST,ASSAULT,SIMPLE,RESTAURANT,False,False,41.839223645,-87.64630829,97,4.4,1.0,4.1,0.5
1278,12010936,03-16-2020,027XX S WESTERN AVE,ASSAULT,SIMPLE,ANIMAL HOSPITAL,False,False,41.842416891,-87.685314897,97,4.4,1.0,4.1,0.5
1294,12013022,03-16-2020,055XX S HONORE ST,ASSAULT,SIMPLE,RESIDENCE - YARD (FRONT / BACK),False,False,41.793018462,-87.67062718,97,4.4,1.0,4.1,0.5
1299,12011337,03-16-2020,001XX N WELLS ST,ASSAULT,SIMPLE,VEHICLE NON-COMMERCIAL,False,False,41.885326396,-87.633919718,97,4.4,1.0,4.1,0.5
1318,12010800,03-16-2020,062XX S STONY ISLAND AVE,ASSAULT,SIMPLE,SCHOOL - PUBLIC BUILDING,False,False,41.78210152,-87.586502002,97,4.4,1.0,4.1,0.5
1325,12010448,03-16-2020,037XX W ARTHINGTON ST,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,False,True,41.869904019,-87.71837099,97,4.4,1.0,4.1,0.5
1336,12010220,03-16-2020,095XX S CONSTANCE AVE,ASSAULT,SIMPLE,APARTMENT,False,False,41.721773858,-87.578984755,97,4.4,1.0,4.1,0.5
1348,12011202,03-16-2020,110XX S EMERALD AVE,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,False,True,41.693531185,-87.641204388,97,4.4,1.0,4.1,0.5
1367,12011036,03-16-2020,026XX W 65TH ST,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,True,41.775492924,-87.688870591,97,4.4,1.0,4.1,0.5
1369,12010896,03-16-2020,048XX W CHICAGO AVE,ASSAULT,SIMPLE,LIBRARY,False,True,41.894991356,-87.747120967,97,4.4,1.0,4.1,0.5
1381,12010335,03-16-2020,041XX W WILCOX ST,ASSAULT,SIMPLE,RESIDENCE,False,True,41.878829189,-87.728871866,97,4.4,1.0,4.1,0.5
1391,12010828,03-16-2020,036XX W FULLERTON AVE,ASSAULT,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,41.924597175,-87.717430811,97,4.4,1.0,4.1,0.5
1396,12011071,03-16-2020,047XX S HONORE ST,ASSAULT,SIMPLE,OTHER (SPECIFY),False,True,41.807570896,-87.671016409,97,4.4,1.0,4.1,0.5
1408,12013228,03-16-2020,098XX S HALSTED ST,ASSAULT,SIMPLE,RESTAURANT,False,False,41.715680818,-87.643058205,97,4.4,1.0,4.1,0.5
1411,12011124,03-16-2020,029XX W BELDEN AVE,ASSAULT,SIMPLE,RESIDENCE,True,True,41.923265216,-87.701088118,97,4.4,1.0,4.1,0.5
1415,12010981,03-16-2020,038XX W 65TH ST,ASSAULT,SIMPLE,RESIDENCE,False,True,41.775070447,-87.718951468,97,4.4,1.0,4.1,0.5
1423,12010629,03-16-2020,040XX W WASHINGTON BLVD,ASSAULT,SIMPLE,VEHICLE NON-COMMERCIAL,False,True,41.882028706,-87.726737538,97,4.4,1.0,4.1,0.5
1427,12010533,03-16-2020,099XX S UNION AVE,ASSAULT,"AGGRAVATED POLICE OFFICER - HANDS, FISTS, FEET, NO INJURY",RESIDENCE - YARD (FRONT / BACK),False,False,41.713352451,-87.640581575,97,4.4,1.0,4.1,0.5
1431,12010512,03-16-2020,076XX S NORMAL AVE,ASSAULT,AGGRAVATED - HANDGUN,AUTO / BOAT / RV DEALERSHIP,False,True,41.755575866,-87.636854877,97,4.4,1.0,4.1,0.5
1437,12010584,03-16-2020,059XX S DR MARTIN LUTHER KING JR DR,ASSAULT,SIMPLE,SIDEWALK,False,True,41.786742114,-87.615782159,97,4.4,1.0,4.1,0.5
1450,12010987,03-16-2020,024XX W PETERSON AVE,ASSAULT,SIMPLE,APARTMENT,False,False,41.990490364,-87.691238253,97,4.4,1.0,4.1,0.5
1462,12010707,03-16-2020,052XX N EAST RIVER RD,ASSAULT,SIMPLE,RESIDENCE,False,False,41.974132694,-87.846497259,97,4.4,1.0,4.1,0.5
1465,12010207,03-16-2020,013XX W 79TH ST,ASSAULT,SIMPLE,APARTMENT,True,True,41.750432996,-87.657993425,97,4.4,1.0,4.1,0.5
1469,12010991,03-16-2020,015XX N DAMEN AVE,ASSAULT,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",HOSPITAL BUILDING / GROUNDS,False,False,41.9090189,-87.677422819,97,4.4,1.0,4.1,0.5
1494,12011031,03-16-2020,039XX W CORNELIA AVE,ASSAULT,SIMPLE,ALLEY,False,False,41.944563237,-87.726538437,97,4.4,1.0,4.1,0.5
1495,12011120,03-16-2020,012XX W GARFIELD BLVD,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,RESIDENCE,False,True,41.793797369,-87.655495791,97,4.4,1.0,4.1,0.5
1497,12010472,03-16-2020,081XX S COLFAX AVE,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,False,True,41.747466676,-87.561310599,97,4.4,1.0,4.1,0.5
1505,12010684,03-16-2020,071XX S SEELEY AVE,ASSAULT,SIMPLE,RESIDENCE,True,False,41.764158359,-87.674729007,97,4.4,1.0,4.1,0.5
1520,12010586,03-16-2020,081XX S MUSKEGON AVE,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,False,True,41.747304955,-87.555236792,97,4.4,1.0,4.1,0.5
1533,12011238,03-16-2020,013XX N CLEVELAND AVE,ASSAULT,SIMPLE,CHA APARTMENT,False,False,41.906823047,-87.640885421,97,4.4,1.0,4.1,0.5
1539,12010718,03-16-2020,027XX W CERMAK RD,ASSAULT,SIMPLE,SMALL RETAIL STORE,True,False,41.851929357,-87.693297619,97,4.4,1.0,4.1,0.5
1568,12010281,03-16-2020,0000X W RANDOLPH ST,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,HOTEL / MOTEL,False,False,41.884486217,-87.628908795,97,4.4,1.0,4.1,0.5
1572,12010849,03-16-2020,003XX S CICERO AVE,ASSAULT,SIMPLE,GAS STATION,False,False,41.876512415,-87.74513447,97,4.4,1.0,4.1,0.5
1585,12010683,03-16-2020,002XX W 113TH ST,ASSAULT,SIMPLE,RESIDENCE,False,True,41.688878944,-87.629359046,97,4.4,1.0,4.1,0.5
1600,12010690,03-16-2020,056XX S MICHIGAN AVE,ASSAULT,SIMPLE,STREET,False,True,41.792071477,-87.622396767,97,4.4,1.0,4.1,0.5
1601,12010338,03-16-2020,002XX N LEAMINGTON AVE,ASSAULT,SIMPLE,RESIDENCE,False,True,41.884749109,-87.754008475,97,4.4,1.0,4.1,0.5
1602,12010239,03-16-2020,011XX S MASON AVE,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,True,True,41.866475734,-87.772933914,97,4.4,1.0,4.1,0.5
